schno,school,span,group,domain,construct,favorability,count
801,Wo (Yick) ES,Elementary,School,Social-Emotional Learning,Self-Management,71,
801,Wo (Yick) ES,Elementary,School,Social-Emotional Learning,Social Awareness,63,
801,Wo (Yick) ES,Elementary,White,Culture/Climate,Climate of Support for Academic Learning,80,22
801,Wo (Yick) ES,Elementary,White,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",66,22
801,Wo (Yick) ES,Elementary,White,Culture/Climate,Safety,62,22
801,Wo (Yick) ES,Elementary,White,Culture/Climate,Sense of Belonging (School Connectedness),73,22
801,Wo (Yick) ES,Elementary,White,Social-Emotional Learning,Growth Mindset,65,22
801,Wo (Yick) ES,Elementary,White,Social-Emotional Learning,Self-Efficacy,58,22
801,Wo (Yick) ES,Elementary,White,Social-Emotional Learning,Self-Management,80,22
801,Wo (Yick) ES,Elementary,White,Social-Emotional Learning,Social Awareness,69,22
814,SF Public Montessori ES,Elementary,School,Culture/Climate,Climate of Support for Academic Learning,79,
814,SF Public Montessori ES,Elementary,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",83,
814,SF Public Montessori ES,Elementary,School,Culture/Climate,Safety,74,
814,SF Public Montessori ES,Elementary,School,Culture/Climate,Sense of Belonging (School Connectedness),83,
814,SF Public Montessori ES,Elementary,School,Social-Emotional Learning,Growth Mindset,66,
814,SF Public Montessori ES,Elementary,School,Social-Emotional Learning,Self-Efficacy,63,
814,SF Public Montessori ES,Elementary,School,Social-Emotional Learning,Self-Management,76,
814,SF Public Montessori ES,Elementary,School,Social-Emotional Learning,Social Awareness,74,
815,Asawa SF HS of the Arts,High,African American,Culture/Climate,Climate of Support for Academic Learning,82,32
815,Asawa SF HS of the Arts,High,African American,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",65,32
815,Asawa SF HS of the Arts,High,African American,Culture/Climate,Safety,78,32
815,Asawa SF HS of the Arts,High,African American,Culture/Climate,Sense of Belonging (School Connectedness),75,32
815,Asawa SF HS of the Arts,High,African American,Social-Emotional Learning,Growth Mindset,71,32
815,Asawa SF HS of the Arts,High,African American,Social-Emotional Learning,Self-Efficacy,56,32
815,Asawa SF HS of the Arts,High,African American,Social-Emotional Learning,Self-Management,79,32
815,Asawa SF HS of the Arts,High,African American,Social-Emotional Learning,Social Awareness,77,32
815,Asawa SF HS of the Arts,High,Asian,Culture/Climate,Climate of Support for Academic Learning,70,90
815,Asawa SF HS of the Arts,High,Asian,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",65,90
815,Asawa SF HS of the Arts,High,Asian,Culture/Climate,Safety,79,90
815,Asawa SF HS of the Arts,High,Asian,Culture/Climate,Sense of Belonging (School Connectedness),65,90
815,Asawa SF HS of the Arts,High,Asian,Social-Emotional Learning,Growth Mindset,70,90
815,Asawa SF HS of the Arts,High,Asian,Social-Emotional Learning,Self-Efficacy,52,90
815,Asawa SF HS of the Arts,High,Asian,Social-Emotional Learning,Self-Management,79,90
815,Asawa SF HS of the Arts,High,Asian,Social-Emotional Learning,Social Awareness,66,90
815,Asawa SF HS of the Arts,High,Decline to State,Culture/Climate,Climate of Support for Academic Learning,72,47
815,Asawa SF HS of the Arts,High,Decline to State,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",51,47
815,Asawa SF HS of the Arts,High,Decline to State,Culture/Climate,Safety,74,47
815,Asawa SF HS of the Arts,High,Decline to State,Culture/Climate,Sense of Belonging (School Connectedness),69,47
815,Asawa SF HS of the Arts,High,Decline to State,Social-Emotional Learning,Growth Mindset,74,47
815,Asawa SF HS of the Arts,High,Decline to State,Social-Emotional Learning,Self-Efficacy,51,47
815,Asawa SF HS of the Arts,High,Decline to State,Social-Emotional Learning,Self-Management,81,47
815,Asawa SF HS of the Arts,High,Decline to State,Social-Emotional Learning,Social Awareness,71,47
815,Asawa SF HS of the Arts,High,Hispanic/Latino,Culture/Climate,Climate of Support for Academic Learning,74,77
815,Asawa SF HS of the Arts,High,Hispanic/Latino,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",65,77
815,Asawa SF HS of the Arts,High,Hispanic/Latino,Culture/Climate,Safety,77,77
815,Asawa SF HS of the Arts,High,Hispanic/Latino,Culture/Climate,Sense of Belonging (School Connectedness),71,77
815,Asawa SF HS of the Arts,High,Hispanic/Latino,Social-Emotional Learning,Growth Mindset,65,77
815,Asawa SF HS of the Arts,High,Hispanic/Latino,Social-Emotional Learning,Self-Efficacy,40,77
815,Asawa SF HS of the Arts,High,Hispanic/Latino,Social-Emotional Learning,Self-Management,76,77
815,Asawa SF HS of the Arts,High,Hispanic/Latino,Social-Emotional Learning,Social Awareness,65,77
815,Asawa SF HS of the Arts,High,Low SES,Culture/Climate,Climate of Support for Academic Learning,73,91
815,Asawa SF HS of the Arts,High,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",63,91
815,Asawa SF HS of the Arts,High,Low SES,Culture/Climate,Safety,79,91
815,Asawa SF HS of the Arts,High,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),68,91
815,Asawa SF HS of the Arts,High,Low SES,Social-Emotional Learning,Growth Mindset,71,91
815,Asawa SF HS of the Arts,High,Low SES,Social-Emotional Learning,Self-Efficacy,43,91
815,Asawa SF HS of the Arts,High,Low SES,Social-Emotional Learning,Self-Management,78,91
815,Asawa SF HS of the Arts,High,Low SES,Social-Emotional Learning,Social Awareness,68,91
815,Asawa SF HS of the Arts,High,School,Culture/Climate,Climate of Support for Academic Learning,72,
815,Asawa SF HS of the Arts,High,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",62,
815,Asawa SF HS of the Arts,High,School,Culture/Climate,Safety,76,
815,Asawa SF HS of the Arts,High,School,Culture/Climate,Sense of Belonging (School Connectedness),72,
815,Asawa SF HS of the Arts,High,School,Social-Emotional Learning,Growth Mindset,71,
815,Asawa SF HS of the Arts,High,School,Social-Emotional Learning,Self-Efficacy,50,
815,Asawa SF HS of the Arts,High,School,Social-Emotional Learning,Self-Management,78,
815,Asawa SF HS of the Arts,High,School,Social-Emotional Learning,Social Awareness,70,
815,Asawa SF HS of the Arts,High,SPED,Culture/Climate,Climate of Support for Academic Learning,83,26
815,Asawa SF HS of the Arts,High,SPED,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",74,26
815,Asawa SF HS of the Arts,High,SPED,Culture/Climate,Safety,86,26
815,Asawa SF HS of the Arts,High,SPED,Culture/Climate,Sense of Belonging (School Connectedness),74,26
815,Asawa SF HS of the Arts,High,SPED,Social-Emotional Learning,Growth Mindset,50,26
815,Asawa SF HS of the Arts,High,SPED,Social-Emotional Learning,Self-Efficacy,41,26
815,Asawa SF HS of the Arts,High,SPED,Social-Emotional Learning,Self-Management,70,26
815,Asawa SF HS of the Arts,High,SPED,Social-Emotional Learning,Social Awareness,60,26
815,Asawa SF HS of the Arts,High,Two or More Races,Culture/Climate,Climate of Support for Academic Learning,74,31
815,Asawa SF HS of the Arts,High,Two or More Races,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",62,31
815,Asawa SF HS of the Arts,High,Two or More Races,Culture/Climate,Safety,78,31
815,Asawa SF HS of the Arts,High,Two or More Races,Culture/Climate,Sense of Belonging (School Connectedness),74,31
815,Asawa SF HS of the Arts,High,Two or More Races,Social-Emotional Learning,Growth Mindset,68,31
815,Asawa SF HS of the Arts,High,Two or More Races,Social-Emotional Learning,Self-Efficacy,39,31
815,Asawa SF HS of the Arts,High,Two or More Races,Social-Emotional Learning,Self-Management,82,31
815,Asawa SF HS of the Arts,High,Two or More Races,Social-Emotional Learning,Social Awareness,80,31
815,Asawa SF HS of the Arts,High,White,Culture/Climate,Climate of Support for Academic Learning,70,220
815,Asawa SF HS of the Arts,High,White,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",60,220
815,Asawa SF HS of the Arts,High,White,Culture/Climate,Safety,76,220
815,Asawa SF HS of the Arts,High,White,Culture/Climate,Sense of Belonging (School Connectedness),74,220
815,Asawa SF HS of the Arts,High,White,Social-Emotional Learning,Growth Mindset,74,220
815,Asawa SF HS of the Arts,High,White,Social-Emotional Learning,Self-Efficacy,55,220
815,Asawa SF HS of the Arts,High,White,Social-Emotional Learning,Self-Management,77,220
815,Asawa SF HS of the Arts,High,White,Social-Emotional Learning,Social Awareness,71,220
816,Sanchez ES,Elementary,ELL,Culture/Climate,Climate of Support for Academic Learning,78,37
816,Sanchez ES,Elementary,ELL,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",74,37
816,Sanchez ES,Elementary,ELL,Culture/Climate,Safety,50,37
816,Sanchez ES,Elementary,ELL,Culture/Climate,Sense of Belonging (School Connectedness),73,37
816,Sanchez ES,Elementary,ELL,Social-Emotional Learning,Growth Mindset,41,37
816,Sanchez ES,Elementary,ELL,Social-Emotional Learning,Self-Efficacy,49,37
816,Sanchez ES,Elementary,ELL,Social-Emotional Learning,Self-Management,63,37
816,Sanchez ES,Elementary,ELL,Social-Emotional Learning,Social Awareness,63,37
816,Sanchez ES,Elementary,Hispanic/Latino,Culture/Climate,Climate of Support for Academic Learning,79,43
816,Sanchez ES,Elementary,Hispanic/Latino,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",74,43
816,Sanchez ES,Elementary,Hispanic/Latino,Culture/Climate,Safety,51,43
816,Sanchez ES,Elementary,Hispanic/Latino,Culture/Climate,Sense of Belonging (School Connectedness),74,43
816,Sanchez ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Growth Mindset,46,43
816,Sanchez ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Efficacy,52,43
816,Sanchez ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Management,65,43
816,Sanchez ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Social Awareness,63,43
816,Sanchez ES,Elementary,Low SES,Culture/Climate,Climate of Support for Academic Learning,78,33
816,Sanchez ES,Elementary,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",76,33
816,Sanchez ES,Elementary,Low SES,Culture/Climate,Safety,52,33
816,Sanchez ES,Elementary,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),74,33
816,Sanchez ES,Elementary,Low SES,Social-Emotional Learning,Growth Mindset,44,33
816,Sanchez ES,Elementary,Low SES,Social-Emotional Learning,Self-Efficacy,50,33
816,Sanchez ES,Elementary,Low SES,Social-Emotional Learning,Self-Management,61,33
816,Sanchez ES,Elementary,Low SES,Social-Emotional Learning,Social Awareness,58,33
816,Sanchez ES,Elementary,School,Culture/Climate,Climate of Support for Academic Learning,77,
816,Sanchez ES,Elementary,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",71,
816,Sanchez ES,Elementary,School,Culture/Climate,Safety,50,
816,Sanchez ES,Elementary,School,Culture/Climate,Sense of Belonging (School Connectedness),72,
816,Sanchez ES,Elementary,School,Social-Emotional Learning,Growth Mindset,45,
816,Sanchez ES,Elementary,School,Social-Emotional Learning,Self-Efficacy,54,
816,Sanchez ES,Elementary,School,Social-Emotional Learning,Self-Management,64,
816,Sanchez ES,Elementary,School,Social-Emotional Learning,Social Awareness,63,
820,Sheridan ES,Elementary,ELL,Culture/Climate,Climate of Support for Academic Learning,78,24
820,Sheridan ES,Elementary,ELL,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",74,24
820,Sheridan ES,Elementary,ELL,Culture/Climate,Safety,58,24
820,Sheridan ES,Elementary,ELL,Culture/Climate,Sense of Belonging (School Connectedness),78,24
820,Sheridan ES,Elementary,ELL,Social-Emotional Learning,Growth Mindset,66,24
820,Sheridan ES,Elementary,ELL,Social-Emotional Learning,Self-Efficacy,62,24
820,Sheridan ES,Elementary,ELL,Social-Emotional Learning,Self-Management,77,24
820,Sheridan ES,Elementary,ELL,Social-Emotional Learning,Social Awareness,72,24
820,Sheridan ES,Elementary,Hispanic/Latino,Culture/Climate,Climate of Support for Academic Learning,72,21
820,Sheridan ES,Elementary,Hispanic/Latino,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",67,21
820,Sheridan ES,Elementary,Hispanic/Latino,Culture/Climate,Safety,52,21
820,Sheridan ES,Elementary,Hispanic/Latino,Culture/Climate,Sense of Belonging (School Connectedness),69,21
820,Sheridan ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Growth Mindset,66,21
820,Sheridan ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Efficacy,55,21
820,Sheridan ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Management,63,21
820,Sheridan ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Social Awareness,59,21
820,Sheridan ES,Elementary,Low SES,Culture/Climate,Climate of Support for Academic Learning,75,38
820,Sheridan ES,Elementary,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",64,38
820,Sheridan ES,Elementary,Low SES,Culture/Climate,Safety,55,38
820,Sheridan ES,Elementary,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),72,38
820,Sheridan ES,Elementary,Low SES,Social-Emotional Learning,Growth Mindset,65,38
820,Sheridan ES,Elementary,Low SES,Social-Emotional Learning,Self-Efficacy,58,38
820,Sheridan ES,Elementary,Low SES,Social-Emotional Learning,Self-Management,68,38
820,Sheridan ES,Elementary,Low SES,Social-Emotional Learning,Social Awareness,64,38
820,Sheridan ES,Elementary,School,Culture/Climate,Climate of Support for Academic Learning,74,
820,Sheridan ES,Elementary,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",64,
820,Sheridan ES,Elementary,School,Culture/Climate,Safety,55,
820,Sheridan ES,Elementary,School,Culture/Climate,Sense of Belonging (School Connectedness),71,
820,Sheridan ES,Elementary,School,Social-Emotional Learning,Growth Mindset,66,
820,Sheridan ES,Elementary,School,Social-Emotional Learning,Self-Efficacy,64,
820,Sheridan ES,Elementary,School,Social-Emotional Learning,Self-Management,66,
820,Sheridan ES,Elementary,School,Social-Emotional Learning,Social Awareness,61,
823,Sherman ES,Elementary,Asian,Culture/Climate,Climate of Support for Academic Learning,85,23
823,Sherman ES,Elementary,Asian,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",77,23
823,Sherman ES,Elementary,Asian,Culture/Climate,Safety,55,23
823,Sherman ES,Elementary,Asian,Culture/Climate,Sense of Belonging (School Connectedness),79,23
823,Sherman ES,Elementary,Asian,Social-Emotional Learning,Growth Mindset,65,23
823,Sherman ES,Elementary,Asian,Social-Emotional Learning,Self-Efficacy,50,23
823,Sherman ES,Elementary,Asian,Social-Emotional Learning,Self-Management,78,23
823,Sherman ES,Elementary,Asian,Social-Emotional Learning,Social Awareness,65,23
823,Sherman ES,Elementary,Low SES,Culture/Climate,Climate of Support for Academic Learning,84,47
823,Sherman ES,Elementary,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",72,47
823,Sherman ES,Elementary,Low SES,Culture/Climate,Safety,52,47
823,Sherman ES,Elementary,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),68,47
823,Sherman ES,Elementary,Low SES,Social-Emotional Learning,Growth Mindset,50,47
823,Sherman ES,Elementary,Low SES,Social-Emotional Learning,Self-Efficacy,50,47
823,Sherman ES,Elementary,Low SES,Social-Emotional Learning,Self-Management,70,47
823,Sherman ES,Elementary,Low SES,Social-Emotional Learning,Social Awareness,61,47
823,Sherman ES,Elementary,School,Culture/Climate,Climate of Support for Academic Learning,83,
823,Sherman ES,Elementary,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",73,
823,Sherman ES,Elementary,School,Culture/Climate,Safety,58,
823,Sherman ES,Elementary,School,Culture/Climate,Sense of Belonging (School Connectedness),73,
823,Sherman ES,Elementary,School,Social-Emotional Learning,Growth Mindset,60,
823,Sherman ES,Elementary,School,Social-Emotional Learning,Self-Efficacy,58,
823,Sherman ES,Elementary,School,Social-Emotional Learning,Self-Management,73,
823,Sherman ES,Elementary,School,Social-Emotional Learning,Social Awareness,62,
823,Sherman ES,Elementary,White,Culture/Climate,Climate of Support for Academic Learning,82,37
823,Sherman ES,Elementary,White,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",70,37
823,Sherman ES,Elementary,White,Culture/Climate,Safety,59,37
823,Sherman ES,Elementary,White,Culture/Climate,Sense of Belonging (School Connectedness),72,37
823,Sherman ES,Elementary,White,Social-Emotional Learning,Growth Mindset,59,37
823,Sherman ES,Elementary,White,Social-Emotional Learning,Self-Efficacy,64,37
823,Sherman ES,Elementary,White,Social-Emotional Learning,Self-Management,73,37
823,Sherman ES,Elementary,White,Social-Emotional Learning,Social Awareness,61,37
830,Malcolm X Acdmy ES,Elementary,African American,Culture/Climate,Climate of Support for Academic Learning,67,21
830,Malcolm X Acdmy ES,Elementary,African American,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",55,21
830,Malcolm X Acdmy ES,Elementary,African American,Culture/Climate,Safety,37,21
830,Malcolm X Acdmy ES,Elementary,African American,Culture/Climate,Sense of Belonging (School Connectedness),52,21
830,Malcolm X Acdmy ES,Elementary,African American,Social-Emotional Learning,Growth Mindset,68,21
830,Malcolm X Acdmy ES,Elementary,African American,Social-Emotional Learning,Self-Efficacy,46,21
830,Malcolm X Acdmy ES,Elementary,African American,Social-Emotional Learning,Self-Management,45,21
830,Malcolm X Acdmy ES,Elementary,African American,Social-Emotional Learning,Social Awareness,50,21
830,Malcolm X Acdmy ES,Elementary,Low SES,Culture/Climate,Climate of Support for Academic Learning,69,27
830,Malcolm X Acdmy ES,Elementary,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",58,27
830,Malcolm X Acdmy ES,Elementary,Low SES,Culture/Climate,Safety,37,27
830,Malcolm X Acdmy ES,Elementary,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),56,27
830,Malcolm X Acdmy ES,Elementary,Low SES,Social-Emotional Learning,Growth Mindset,69,27
830,Malcolm X Acdmy ES,Elementary,Low SES,Social-Emotional Learning,Self-Efficacy,51,27
830,Malcolm X Acdmy ES,Elementary,Low SES,Social-Emotional Learning,Self-Management,49,27
830,Malcolm X Acdmy ES,Elementary,Low SES,Social-Emotional Learning,Social Awareness,54,27
830,Malcolm X Acdmy ES,Elementary,School,Culture/Climate,Climate of Support for Academic Learning,70,
830,Malcolm X Acdmy ES,Elementary,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",58,
830,Malcolm X Acdmy ES,Elementary,School,Culture/Climate,Safety,36,
830,Malcolm X Acdmy ES,Elementary,School,Culture/Climate,Sense of Belonging (School Connectedness),54,
830,Malcolm X Acdmy ES,Elementary,School,Social-Emotional Learning,Growth Mindset,68,
830,Malcolm X Acdmy ES,Elementary,School,Social-Emotional Learning,Self-Efficacy,52,
830,Malcolm X Acdmy ES,Elementary,School,Social-Emotional Learning,Self-Management,49,
830,Malcolm X Acdmy ES,Elementary,School,Social-Emotional Learning,Social Awareness,54,
832,Acdmy Arts & Science HS,High,African American,Culture/Climate,Climate of Support for Academic Learning,69,37
832,Acdmy Arts & Science HS,High,African American,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",65,37
832,Acdmy Arts & Science HS,High,African American,Culture/Climate,Safety,73,37
832,Acdmy Arts & Science HS,High,African American,Culture/Climate,Sense of Belonging (School Connectedness),65,37
832,Acdmy Arts & Science HS,High,African American,Social-Emotional Learning,Growth Mindset,71,37
832,Acdmy Arts & Science HS,High,African American,Social-Emotional Learning,Self-Efficacy,52,37
832,Acdmy Arts & Science HS,High,African American,Social-Emotional Learning,Self-Management,71,37
832,Acdmy Arts & Science HS,High,African American,Social-Emotional Learning,Social Awareness,68,37
832,Acdmy Arts & Science HS,High,Asian,Culture/Climate,Climate of Support for Academic Learning,76,65
832,Acdmy Arts & Science HS,High,Asian,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",59,65
832,Acdmy Arts & Science HS,High,Asian,Culture/Climate,Safety,74,65
832,Acdmy Arts & Science HS,High,Asian,Culture/Climate,Sense of Belonging (School Connectedness),61,65
832,Acdmy Arts & Science HS,High,Asian,Social-Emotional Learning,Growth Mindset,77,65
832,Acdmy Arts & Science HS,High,Asian,Social-Emotional Learning,Self-Efficacy,70,65
832,Acdmy Arts & Science HS,High,Asian,Social-Emotional Learning,Self-Management,87,65
832,Acdmy Arts & Science HS,High,Asian,Social-Emotional Learning,Social Awareness,69,65
832,Acdmy Arts & Science HS,High,ELL,Culture/Climate,Climate of Support for Academic Learning,68,27
832,Acdmy Arts & Science HS,High,ELL,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",54,27
832,Acdmy Arts & Science HS,High,ELL,Culture/Climate,Safety,68,27
832,Acdmy Arts & Science HS,High,ELL,Culture/Climate,Sense of Belonging (School Connectedness),65,27
832,Acdmy Arts & Science HS,High,ELL,Social-Emotional Learning,Growth Mindset,53,27
832,Acdmy Arts & Science HS,High,ELL,Social-Emotional Learning,Self-Efficacy,51,27
832,Acdmy Arts & Science HS,High,ELL,Social-Emotional Learning,Self-Management,73,27
832,Acdmy Arts & Science HS,High,ELL,Social-Emotional Learning,Social Awareness,62,27
832,Acdmy Arts & Science HS,High,Hispanic/Latino,Culture/Climate,Climate of Support for Academic Learning,72,101
832,Acdmy Arts & Science HS,High,Hispanic/Latino,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",59,101
832,Acdmy Arts & Science HS,High,Hispanic/Latino,Culture/Climate,Safety,69,101
832,Acdmy Arts & Science HS,High,Hispanic/Latino,Culture/Climate,Sense of Belonging (School Connectedness),60,101
832,Acdmy Arts & Science HS,High,Hispanic/Latino,Social-Emotional Learning,Growth Mindset,60,101
832,Acdmy Arts & Science HS,High,Hispanic/Latino,Social-Emotional Learning,Self-Efficacy,48,101
832,Acdmy Arts & Science HS,High,Hispanic/Latino,Social-Emotional Learning,Self-Management,72,101
832,Acdmy Arts & Science HS,High,Hispanic/Latino,Social-Emotional Learning,Social Awareness,61,101
832,Acdmy Arts & Science HS,High,Low SES,Culture/Climate,Climate of Support for Academic Learning,74,148
832,Acdmy Arts & Science HS,High,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",62,148
832,Acdmy Arts & Science HS,High,Low SES,Culture/Climate,Safety,70,148
832,Acdmy Arts & Science HS,High,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),63,148
832,Acdmy Arts & Science HS,High,Low SES,Social-Emotional Learning,Growth Mindset,72,148
832,Acdmy Arts & Science HS,High,Low SES,Social-Emotional Learning,Self-Efficacy,56,148
832,Acdmy Arts & Science HS,High,Low SES,Social-Emotional Learning,Self-Management,75,148
832,Acdmy Arts & Science HS,High,Low SES,Social-Emotional Learning,Social Awareness,66,148
832,Acdmy Arts & Science HS,High,School,Culture/Climate,Climate of Support for Academic Learning,72,
832,Acdmy Arts & Science HS,High,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",58,
832,Acdmy Arts & Science HS,High,School,Culture/Climate,Safety,70,
832,Acdmy Arts & Science HS,High,School,Culture/Climate,Sense of Belonging (School Connectedness),60,
832,Acdmy Arts & Science HS,High,School,Social-Emotional Learning,Growth Mindset,71,
832,Acdmy Arts & Science HS,High,School,Social-Emotional Learning,Self-Efficacy,56,
832,Acdmy Arts & Science HS,High,School,Social-Emotional Learning,Self-Management,76,
832,Acdmy Arts & Science HS,High,School,Social-Emotional Learning,Social Awareness,64,
832,Acdmy Arts & Science HS,High,SPED,Culture/Climate,Climate of Support for Academic Learning,73,44
832,Acdmy Arts & Science HS,High,SPED,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",56,44
832,Acdmy Arts & Science HS,High,SPED,Culture/Climate,Safety,62,44
832,Acdmy Arts & Science HS,High,SPED,Culture/Climate,Sense of Belonging (School Connectedness),61,44
832,Acdmy Arts & Science HS,High,SPED,Social-Emotional Learning,Growth Mindset,58,44
832,Acdmy Arts & Science HS,High,SPED,Social-Emotional Learning,Self-Efficacy,42,44
832,Acdmy Arts & Science HS,High,SPED,Social-Emotional Learning,Self-Management,76,44
832,Acdmy Arts & Science HS,High,SPED,Social-Emotional Learning,Social Awareness,67,44
832,Acdmy Arts & Science HS,High,White,Culture/Climate,Climate of Support for Academic Learning,68,43
832,Acdmy Arts & Science HS,High,White,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",52,43
832,Acdmy Arts & Science HS,High,White,Culture/Climate,Safety,63,43
832,Acdmy Arts & Science HS,High,White,Culture/Climate,Sense of Belonging (School Connectedness),56,43
832,Acdmy Arts & Science HS,High,White,Social-Emotional Learning,Growth Mindset,73,43
832,Acdmy Arts & Science HS,High,White,Social-Emotional Learning,Self-Efficacy,46,43
832,Acdmy Arts & Science HS,High,White,Social-Emotional Learning,Self-Management,73,43
832,Acdmy Arts & Science HS,High,White,Social-Emotional Learning,Social Awareness,59,43
834,Spring Valley ES,Elementary,Asian,Culture/Climate,Climate of Support for Academic Learning,78,47
834,Spring Valley ES,Elementary,Asian,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",76,47
834,Spring Valley ES,Elementary,Asian,Culture/Climate,Safety,48,47
834,Spring Valley ES,Elementary,Asian,Culture/Climate,Sense of Belonging (School Connectedness),69,47
834,Spring Valley ES,Elementary,Asian,Social-Emotional Learning,Growth Mindset,53,47
834,Spring Valley ES,Elementary,Asian,Social-Emotional Learning,Self-Efficacy,58,47
834,Spring Valley ES,Elementary,Asian,Social-Emotional Learning,Self-Management,70,47
834,Spring Valley ES,Elementary,Asian,Social-Emotional Learning,Social Awareness,57,47
834,Spring Valley ES,Elementary,ELL,Culture/Climate,Climate of Support for Academic Learning,88,42
834,Spring Valley ES,Elementary,ELL,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",81,42
834,Spring Valley ES,Elementary,ELL,Culture/Climate,Safety,55,42
834,Spring Valley ES,Elementary,ELL,Culture/Climate,Sense of Belonging (School Connectedness),81,42
834,Spring Valley ES,Elementary,ELL,Social-Emotional Learning,Growth Mindset,49,42
834,Spring Valley ES,Elementary,ELL,Social-Emotional Learning,Self-Efficacy,59,42
834,Spring Valley ES,Elementary,ELL,Social-Emotional Learning,Self-Management,64,42
834,Spring Valley ES,Elementary,ELL,Social-Emotional Learning,Social Awareness,68,42
834,Spring Valley ES,Elementary,Hispanic/Latino,Culture/Climate,Climate of Support for Academic Learning,83,36
834,Spring Valley ES,Elementary,Hispanic/Latino,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",79,36
834,Spring Valley ES,Elementary,Hispanic/Latino,Culture/Climate,Safety,57,36
834,Spring Valley ES,Elementary,Hispanic/Latino,Culture/Climate,Sense of Belonging (School Connectedness),83,36
834,Spring Valley ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Growth Mindset,53,36
834,Spring Valley ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Efficacy,60,36
834,Spring Valley ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Management,66,36
834,Spring Valley ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Social Awareness,70,36
834,Spring Valley ES,Elementary,Low SES,Culture/Climate,Climate of Support for Academic Learning,79,76
834,Spring Valley ES,Elementary,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",76,76
834,Spring Valley ES,Elementary,Low SES,Culture/Climate,Safety,51,76
834,Spring Valley ES,Elementary,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),73,76
834,Spring Valley ES,Elementary,Low SES,Social-Emotional Learning,Growth Mindset,51,76
834,Spring Valley ES,Elementary,Low SES,Social-Emotional Learning,Self-Efficacy,56,76
